Association_ID,vVirusNameCorrected,hHostNameFinal,Previous_ID,WildDomInReference,DetectionMethod,DetectionQuality02,FINAL_ref,Mendeley_Endnote,input_date
Luis122,European_bat_lyssavirus_1,Barbastella_barbastellus,,wild,PCR,2,Muller unpublished in Muller et al. 2007,arw,arw
F1319,Tick-borne_encephalitis_virus,Barbastella_barbastellus,L1043,wild,Antibodies,0,Geevarghese & Banerjee 1990,E,v30
OIE129,Vesicular_stomatitis_Indiana_virus,Bassaricyon_gabbii,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
Luis007,Andes_virus,Bibimys_chacoensis,,wild,Antibodies,0,Chu et al. 2003,arw,arw
F493,Bluetongue_virus,Bison_bison,NW81,wild,Antibodies,0,Vestweber et al. 1991,M,v30
KJO436,Bovine_respiratory_syncytial_virus,Bison_bison,,wild,Antibodies,0,"Taylor SK, Lane VM, Hunter DL, Eyre KG, Kaufman S, Frye S, Johnson MR. Serologic survey for infectious pathogens in free-ranging American bison. J Wildl Dis. 1997 Apr;33(2):308-11. PubMed PMID: 9131564.",kjo,v30
F631,Bovine_viral_diarrhea_virus_1,Bison_bison,NW157,wild,Isolation,2,Deregt et al. 2005,M,v30
F116,California_encephalitis_virus,Bison_bison,V353,domestic,Antibodies,0,Walters et al. Antibodies found for Jamestown Canyon which is a strain of California encephalitis virus,E,v30
F325,Epizootic_hemorrhagic_disease_virus,Bison_bison,NW339,wild,Antibodies,0,Nol et al. 2010,M,v30
OIE98,Ovine_herpesvirus_2,Bison_bison,,domestic,PCR,2,Schultheiss et al. 2000,OIE,v30
F1584,Sindbis_virus,Bison_bison,NA,wild,Antibodies,0,Walters et al. 1999,E,v30
KJO100,Bovine_herpesvirus_1,Bison_bonasus,,wild,"PCR, Isolation",2,"Borchers K 2002, JWD",kjo,v30
KJO999,Bovine_viral_diarrhea_virus_1,Bison_bonasus,,wild,PCR,2,Becher et al. 1999,OIE,v30
KJO133,Foot-and-mouth_disease_virus,Blastocerus_dichotomus,,wild,Antibodies,0,"Araujo et al., 2010 in Weaver et al. 2013",kjo,v30
F691,Foot-and-mouth_disease_virus,Bos_gaurus,NW396,domestic,Isolation,2,Choudhury et al. 1992,M,v30
OIE99,Ovine_herpesvirus_2,Bos_gaurus,,wild,Isolation,2,Tyler et al.1993,OIE,v30
KJO297,Rinderpest_virus,Bos_gaurus,,wild,Isolation,2,Chamberlain et al. doi: 10.1099/0022-1317-74 12-2775 J Gen Virol December 1993 vol. 74 no. 12 2775-2780,kjo,v30
F989,Bovine_immunodeficiency_virus,Bos_javanicus,NW149,domestic,Antibodies,0,Patil et al. 2003,M,v30
OIE100,Ovine_herpesvirus_2,Bos_javanicus,,wild,PCR,2,Wiyono et al. 1994,OIE,v30
KJO097,Bovine_herpesvirus_1,Bos_mutus,,wild,"VNT, ELISA",1,"Bandyopadhyay S, et al 2009, Rev Sci Tech",kjo,v30
KJO418,Bovine_papillomavirus_1,Bos_mutus,,domestic,PCR,2,"Bam J, Kumar P, Leishangthem GD, Saikia A, Somvanshi R. Spontaneous Cutaneous Papillomatosis in Yaks and Detection and Quantification of Bovine Papillomavirus -1 and -2. Transbound Emerg Dis. 2012 Dec 3. doi: 10.1111/j.1865-1682.2012.01361.x. [Epub ahead of print] PubMed PMID: 23206264.",kjo,v30
F632,Bovine_viral_diarrhea_virus_1,Bos_mutus,NW158,domestic,Isolation,2,Misrah et al. 2008,M,v30
F705,Foot-and-mouth_disease_virus,Bos_mutus,NW457,domestic,Isolation,2,Prasad et al. 1978 ,E,v30
KJO393,Adelaide_River_virus,Bos_taurus,,domestic,Isolation,2,"GARD,G. P., CYBINSKI,D. H. & ZAKRZEWSKI,H. (1984). The isolation of a fourth bovine ephemeral fever group virus. Australian Veterinary Journal 61, 332.",kjo,v30
F990,Akabane_virus,Bos_taurus,NW19,domestic,Antibodies,0,Kono et al. 2008,M,v30
OIE113,Alcelaphine_herpesvirus_1,Bos_taurus,,domestic,PCR,2,Tham 1997,OIE,v30
,Banna_virus,Bos_taurus,,domestic,Isolation,2,Tao et al. 2005,,kjo
KJO394,Berrimah_virus,Bos_taurus,,domestic,Isolation,2,"Gard, G.P, Cybinski. D.H. and St George. T.D. (1983) The isolation in Australia o~ a new virus related to bovine ephemeral fever virus. Aust. Vet. J. 60, 89.",kjo,v30
OIE8,Bluetongue_virus,Bos_taurus,,domestic,PCR,2,Polci et al. 2007,OIE,v30
KJO287,Border_disease_virus,Bos_taurus,,domestic,PCR,2,"McFadden AM, Tisdall DJ, Hill FI, Otterson P, Pulford D, Peake J, Finnegan CJ, La Rocca SA, Kok-Mun T, Weir AM. The first case of a bull persistently infected with Border disease virus in New Zealand. N Z Vet J. 2012 Sep;60(5):290-6. doi: 10.1080/00480169.2012.675568. Epub 2012 May 3. PubMed PMID: 22550971.",kjo,v30
F854,Borna_disease_virus,Bos_taurus,NW112,domestic,PCR,2,Dauphin et al. 2001,M,v30
F201,Bovine_adenovirus_A,Bos_taurus,NW133,domestic,Antibodies,0,Rossi et al. 1973,M,v30
F624,Bovine_adenovirus_B,Bos_taurus,NW136,domestic,Isolation,2,Duman et al. 2009 ,M,v30
F625,Bovine_adenovirus_C,Bos_taurus,NW138,domestic,Isolation,2,Adair et al. 2009,M,v30
F626,Bovine_adenovirus_D,Bos_taurus,NW139,domestic,Isolation,2,Coria et al. 1978,NA,v30
F627,Bovine_adenovirus_E,Bos_taurus,NW140,domestic,Isolation,2,Graham et al. 2011,NA,v30
F628,Bovine_astrovirus,Bos_taurus,NW141,domestic,Isolation,2,Woode et al. 1985,M,v30
F861,Bovine_coronavirus,Bos_taurus,NW143,domestic,PCR,2,Liu et al. 2006,NA,v30
KJO263,Bovine_enteric_calicivirus_strain_NB,Bos_taurus,,domestic,Isolation,2,"Smiley JR, Chang KO, Hayes J, Vinje J, Saif LJ (2002) Char- acterization of anenteropathogenic bovine calicivirus represent- ing a potentially new calicivirus genus. J Virol 76:10089_10098 ",kjo,v30
F205,Bovine_ephemeral_fever_virus,Bos_taurus,NW144,domestic,Isolation,2,Stram et al. 2005,arw,arw
KJO389,Bovine_foamy_virus,Bos_taurus,,domestic,Isolation,2,"Materniak M, Bicka L, Ku_mak J. Isolation and partial characterization of bovine foamy virus from Polish cattle. Pol J Vet Sci. 2006;9(4):207-11. PubMed PMID: 17203737.",kjo,v30
KJO095,Bovine_herpesvirus_1,Bos_taurus,,domestic,PCR,2,"Ruiz-Saenz et al. 2012, doi: 10.1007/s12250-012-3221-5",kjo,v30
KJO068,Bovine_herpesvirus_2,Bos_taurus,,domestic,Isolation,2,"Hedger et al. 1977, Vet Rec.",kjo,v30
KJO096,Bovine_herpesvirus_4,Bos_taurus,,domestic,PCR,2,Verna et al. 2012; Vet Microbiol. 2012 Nov 9;160(1-2):1-8. doi: 10.1016/j.vetmic.2012.04.039. Epub 2012 May 17.,kjo,v30
KJO405,Bovine_herpesvirus_5,Bos_taurus,,domestic,Isolation,2,"Maidana SS, Ladelfa MF, P_rez SE, Lom_naco PM, Del M_dico Zajac MP, Ode_n A, Blanco Viera J, Combessies G, Fondevila N, Palacios M, Thiry J, Muylkens B, Thiry E, Romera SA. Characterization of BoHV-5 field strains circulation and report of transient specific subtype of bovine herpesvirus 5 in Argentina. BMC Vet Res. 2011 Feb 7;7:8. doi: 10.1186/1746-6148-7-8. PubMed PMID: 21299866; PubMed Central PMCID: PMC3041673.",kjo,v30
F862,Bovine_leukemia_virus,Bos_taurus,NW152,domestic,PCR,2,Sledge et al. 2009,M,v30
KJO264,Bovine_norovirus-CH126,Bos_taurus,,domestic,PCR,2,"Mauroy A, Scipioni A, Mathijs E, Thys C, Thiry E. Molecular detection of kobuviruses and recombinant noroviruses in cattle in continental Europe. Arch Virol. 2009;154(11):1841-5. doi: 10.1007/s00705-009-0518-2. Epub 2009 Oct 9. PubMed PMID: 19816652.",kjo,v30
KJO265,Bovine_norovirus-Jena,Bos_taurus,,domestic,PCR,2,"Mauroy A, Scipioni A, Mathijs E, Thys C, Thiry E. Molecular detection of kobuviruses and recombinant noroviruses in cattle in continental Europe. Arch Virol. 2009;154(11):1841-5. doi: 10.1007/s00705-009-0518-2. Epub 2009 Oct 9. PubMed PMID: 19816652.",kjo,v30
KJO421,Bovine_papillomavirus_1,Bos_taurus,,domestic,PCR,2,"Silva MS, Weiss M, Brum MC, Dos Anjos BL, Torres FD, Weiblen R, Flores EF. Molecular identification of bovine papillomaviruses associated with cutaneous warts in southern Brazil. J Vet Diagn Invest. 2010 Jul;22(4):603-6. PubMed PMID: 20622233.",kjo,v30
KJO431,Bovine_papillomavirus_3,Bos_taurus,,domestic,Isolation,2,"CAMPO, M. S., MOAR, M. H., JARRETT, W. F. H~ & LAIRD, H. M. (1980). A new papilloma virus associated with alimentary cancer in cattle. Nature, London 286, 180-182.",kjo,v30
KJO425,Bovine_papillomavirus_5,Bos_taurus,,domestic,PCR,2,"Lindholm I, Murphy J, O'Neil BW, Campo MS, Jarrett WF. Papillomas of the teats and udder of cattle and their causal viruses. Vet Rec. 1984 Dec 1;115(22):574-7. PubMed PMID: 6098066.",kjo,v30
KJO433,Bovine_papular_stomatitis_virus,Bos_taurus,,domestic,PCR,2,"de Sant'Ana, F. J. F., R. E. Rabelo, V. A. S. Vulcani, J. F. Cargnelutti, and E. F. Flores. 2012. Bovine papular stomatitis affecting dairy cows and milkers in midwestern Brazil. Journal of Veterinary Diagnostic Investigation 24:442-445.",kjo,v30
KJO311,Bovine_parainfluenza_virus_3,Bos_taurus,,domestic,Isolation,2,"Zhu YM, Shi HF, Gao YR, Xin JQ, Liu NH, Xiang WH, Ren XG, Feng JK, Zhao LP, Xue F. Isolation and genetic characterization of bovine parainfluenza virus type 3 from cattle in China. Vet Microbiol. 2011 May 5;149(3-4):446-51. doi: 10.1016/j.vetmic.2010.11.011. Epub 2010 Nov 13. PubMed PMID: 21131145.",kjo,v30
KJO321,Bovine_parvovirus,Bos_taurus,,domestic,Isolation,2,"Abinanti FR, Warfield MS: Recovery of a he- madsorbing virus (HADEN) from the gas- trointestinal tract of calves. Virology 1961; 14:288_289.",kjo,v30
KJO346,Bovine_polyomavirus,Bos_taurus,,domestic,Isolation,2,"Coackley W, Maker D, Smith VW. A possible bovine polyomavirus. Arch Virol. 1980;66(2):161-6. PubMed PMID: 6159874.",kjo,v30
KJO437,Bovine_respiratory_syncytial_virus,Bos_taurus,,domestic,PCR,2,"Bidokhti MR, Tr_v_n M, Ohlson A, Zarnegar B, Baule C, Bel_k S, Alenius S, Liu L. Phylogenetic analysis of bovine respiratory syncytial viruses from recent outbreaks in feedlot and dairy cattle herds. Arch Virol. 2012 Apr;157(4):601-7. doi: 10.1007/s00705-011-1209-3. Epub 2011 Dec 31. PubMed PMID: 22209787.",kjo,v30
F863,Bovine_torovirus,Bos_taurus,NW156,domestic,PCR,2,Hoet et al. 2003,M,v30
OIE27,Bovine_viral_diarrhea_virus_1,Bos_taurus,,domestic,PCR,2,Pellerin et al. 1994,OIE,v30
KJO440,Bovine_viral_diarrhea_virus_2,Bos_taurus,,domestic,PCR,2,"Zhu LQ, Ren M, Lin YQ, Ding XY, Zhang GP, Zhao X, Zhu GQ. Identification of a bovine viral diarrhea virus 2 isolated from cattle in China. Acta Virol. 2009;53(2):131-4. PubMed PMID: 19537915.",kjo,v30
F588,Bunyamwera_virus,Bos_taurus,NW173,domestic,Antibodies,0,Tauro et al. 2009,M,v30
F234,Corriparta_virus,Bos_taurus,NW229,domestic,Antibodies,0,Doherty et al. 1970,M,v30
KJO452,Cowpox_virus,Bos_taurus,,domestic,PCR,2,"Damaso CR, Esposito JJ, Condit RC, Moussatch_ N. An emergent poxvirus from humans and cattle in Rio de Janeiro State: Cantagalo virus may derive from Brazilian smallpox vaccine. Virology. 2000 Nov 25;277(2):439-49. PubMed PMID: 11080491.",,v30
F239,Crimean-Congo_hemorrhagic_fever_virus,Bos_taurus,NW234,domestic,PCR,2,"Mourya DT, Yadav PD, Shete AM, Gurav YK, Raut CG, et al. (2012) Detection, Isolation and Confirmation of Crimean-Congo Hemorrhagic Fever Virus in Human, Ticks and Animals in Ahmadabad, India, 2010_2011. PLoS Negl Trop Dis 6(5): e1653. doi:10.1371/journal.pntd.0001653",kjo,v30
F291,Dera_Ghazi_Khan_virus,Bos_taurus,NW285,domestic,Antibodies,0,Darwish et al. 1983,M,v30
F1368,Dugbe_virus,Bos_taurus,V665,domestic,Isolation,2,University of Georgia Report,NA,v30
F660,Encephalomyocarditis_virus,Bos_taurus,NW311,domestic,Isolation,2,Tesh & Wallace 1978,M,v30
F677,Epizootic_hemorrhagic_disease_virus,Bos_taurus,NW340,domestic,Isolation,2,Nol et al. 2010,M,v30
KJO134,Foot-and-mouth_disease_virus,Bos_taurus,,domestic,Isolation,2,"Alexandersen et al., 2003; and others; from Weaver and Karesh In Press",kjo,v30
LM044,Gan_Gan_virus,Bos_taurus,LM044,domestic,Antibodies,0,Vale et al. 1991,E,v30
F379,Hepatitis_E_virus,Bos_taurus,NW494,domestic,Antibodies,0,Favorov et al. 2000,M,v30
,Ife_virus,Bos_taurus,,domestic,Antibodies,0,Ezefeika et al. 1989,,kjo
F411,Koongol_virus,Bos_taurus,NW581,domestic,Antibodies,0,Doherty et al. 1970,M,v30
LM097,Kotonkan_virus,Bos_taurus,LM097,domestic,Antibodies,0,Kemp et al.1973,E,v30
OIE52,Lumpy_skin_disease_virus,Bos_taurus,,domestic,PCR,2,Lamien et al. 2011,OIE,v30
,Mumps_virus,Bos_taurus,,domestic,Antibodies,0,Cuadrado 1959 ,arw,arw
OIE101,Ovine_herpesvirus_2,Bos_taurus,,domestic,PCR,2,Furlan et al. 2012,OIE,v30
F932,Palyam_virus,Bos_taurus,NW706,domestic,PCR,2,Aradaib et al. 2009,M,v30
F463,Patois_virus,Bos_taurus,NW713,domestic,Antibodies,0,Scherer et al. 1972,M,v30
OIE58,Peste-des-petits-ruminants_virus,Bos_taurus,,domestic,ELISA,0,Khan et al. 2008,OIE,v30
LM134,Pseudocowpox_virus,Bos_taurus,LM134,domestic,Isolation,2,Friedman-Kien et al. 1962,E,v30
KJO002,Rabies_virus,Bos_taurus,KJO002,domestic,Direct Fluorescent Antibody Testing,0,Dauphin et al. 2001,M,v30
F958,Rift_Valley_fever_virus,Bos_taurus,NW778,domestic,PCR,2,Andriamandimby et al. 2010,M,v30
KJO296,Rinderpest_virus,Bos_taurus,,domestic,Isolation,2,Chamberlain et al. doi: 10.1099/0022-1317-74 12-2775 J Gen Virol December 1993 vol. 74 no. 12 2775-2780,kjo,v30
KJO023,Ross_River_virus,Bos_taurus,KJO023,domestic,Antibodies,0,Almberg et al. 2009,M,v30
,Rotavirus_A,Bos_taurus,,domestic,PAGE,0,Buzinaro et al. 2003,arw,arw
F492,Rotavirus_B,Bos_taurus,NW801,domestic,Antibodies,0,Snodgrass et al. 1984,M,v30
F778,Rotavirus_C,Bos_taurus,NW805,domestic,Isolation,2,Tsunemitsu et al. 1991,M,v30
KJO172,Sathuperi_virus,Bos_taurus,,domestic,Isolation,2,"Yanase et al. 2003, ""The emergence oin Japan of Sathuperi virus, ..""",kjo,v30
KJO040,Sepik_virus,Bos_taurus,KJO040,domestic,Antibodies,0,Olson et al. 1986,E,v30
KJO173,Shuni_virus,Bos_taurus,,domestic,PCR,2,"Yanase et al. 2003, ""The emergence oin Japan of Sathuperi virus, ..""",kjo,v30
KJO999,Suid_herpesvirus_1,Bos_taurus,,domestic,"Cell culture, PCR",2,Salwa 2004,OIE,v30
F808,Thogoto_virus,Bos_taurus,NW950,domestic,Isolation,2,Jones et al. 1987,M,v30
,Torque_Teno_virus,Bos_taurus,,domestic,PCR,2,Leary et al. 1999,arw,arw
LM164,Trubanaman_virus,Bos_taurus,LM164,domestic,Antibodies,0,Johansen et al. 2005,E,v30
F570,Upolu_virus,Bos_taurus,NW969,domestic,Antibodies,0,"THE AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE 1970 Vol. 19, No. 6; Am. J. Trop. Med. Hyg., 19(6_Part_2, 1970, pp. 1129-1130",E,v30
,Vaccinia_virus,Bos_taurus,,domestic,VNT,1,Peres et al. 2013,arw,arw
,Vesicular_stomatitis_Alagoas_virus,Bos_taurus,,domestic,PCR,2,Cargnelutti et al. 2014,arw,arw
F578,Vesicular_stomatitis_Indiana_virus,Bos_taurus,NW987,domestic,Antibodies,0,Fletcher et al. 1985,M,v30
KJO061,Vesicular_stomatitis_New_Jersey_virus,Bos_taurus,,domestic,Antibodies,0,"Adell et al. 2010, DOI: 10.2460/ajvr.71.12.1451 ",NA,v30
KJO118,Wad_Medani_virus,Bos_taurus,,domestic,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
LM173,Wesselsbron_virus,Bos_taurus,LM173,domestic,Antibodies,0,Baba et al. 1994,E,v30
KJO374,Wongorr_virus,Bos_taurus,,domestic,Antibodies,0,"Isolation of arboviruses from mosquitoes, biting midges, sandflies and vertebrates collected in Queensland, 1969 and 1970 R.L. Doherty, J.G. Carley, H.A. Standfast, A.L. Dyce, B.H. Kay, W.A. Snowdon Transactions of the Royal Society of Tropical Medicine and Hygiene 1 January 1973 (volume 67 issue 4 Pages 536-543) ",kjo,v30
F614,Foot-and-mouth_disease_virus,Boselaphus_tragocamelus,NW437,wild,Isolation,2,"http://wildlife1.wildlifeinformation.org/S/virus/picornaviridae/picornaviridae_fmdvirus/FMDVSppDefinitiveHost.html, Primary Reference Unavailable Davis JW, Infectious Diseases of Wild Mammals, 2nd Edition, 1981",W,v30
KJO238,Marituba_virus,Bradypus_tridactylus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
,Mayaro_virus,Bradypus_tridactylus,,wild ,Antibodies,0,de Thoisy et al. 2003,,kjo
F529,St._Louis_encephalitis_virus,Bradypus_tridactylus,NW902,wild,Antibodies,0,de Thoisy et al. 2004,M,v30
F594,Changuinola_virus,Bradypus_variegatus,NW198,wild,Isolation,2,Seymour et al. 1983,M,v30
F1519,Punta_Toro_virus,Bradypus_variegatus,NA,wild,Antibodies,0,Seymour et al. 1983,M,v30
F1598,St._Louis_encephalitis_virus,Bradypus_variegatus,NA,wild,Antibodies,0,Seymour et al. 1989,NA,v30
OIE130,Vesicular_stomatitis_Indiana_virus,Bradypus_variegatus,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
F210,Bovine_immunodeficiency_virus,Bubalus_arnee,NW150,wild,Antibodies,0,Meas et al. 2000,M,v30
KJO148,Bivens_Arm_virus,Bubalus_bubalis,,domestic,Antibodies,0,"Calisher, Borde, Tuekam, Gibbs, ""Antibodies to Bivens Arm Virus in Trinidadian Buffalo: A temporal and evolutionary link between Australia, Asia, and the Caribbean?"". 1981?",kjo,v30
F1375,Bovine_ephemeral_fever_virus,Bubalus_bubalis,NW146,wild*,SNT,1,Aziz-Boaran et al. 2013,arw,arw
F630,Bovine_leukemia_virus,Bubalus_bubalis,NW155,domestic,Isolation,2,OIE,OIE,v30
KJO310,Bovine_parainfluenza_virus_3,Bubalus_bubalis,,domestic,Isolation,2,"Maidana SS, Lomonaco PM, Combessies G, Craig MI, Diodati J, Rodriguez D, Parre_o V, Zabal O, Konrad JL, Crudelli G, Mauroy A, Thiry E, Romera SA. Isolation and characterization of bovine parainfluenza virus type 3 from water buffaloes (Bubalus bubalis) in Argentina. BMC Vet Res. 2012 Jun 20;8:83. doi: 10.1186/1746-6148-8-83. PubMed PMID: 22716217; PubMed Central PMCID: PMC3430567.",kjo,v30
F864,Bovine_viral_diarrhea_virus_1,Bubalus_bubalis,NW159,domestic,PCR,2,Craig et al. 2008,M,v30
KJO406,Bubaline_herpesvirus_1,Bubalus_bubalis,,domestic,Isolation,2,"De Carlo E, Re GN, Letteriello R, Del Vecchio V, Giordanelli MP, Magnino S, Fabbi M, Bazzocchi C, Bandi C, Galiero G. Molecular characterisation of a field strain of bubaline herpesvirus isolated from buffaloes (Bubalus bubalis) after pharmacological reactivation. Vet Rec. 2004 Feb 7;154(6):171-4. PubMed PMID: 14979671.",kjo,v30
,Caraparu_virus,Bubalus_bubalis,,domestic,Antibodies,0,Casseb et al. 2014,,kjo
,Catu_virus,Bubalus_bubalis,,domestic,Antibodies,0,Casseb et al. 2014,,kjo
KJO111,Crimean-Congo_hemorrhagic_fever_virus,Bubalus_bubalis,,domestic,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
F692,Foot-and-mouth_disease_virus,Bubalus_bubalis,NW397,domestic,Isolation,2,Ghoneim et al. 2010,E,v30
,Guaroa_virus,Bubalus_bubalis,,domestic,Antibodies,0,Casseb et al. 2014,,kjo
,Oropouche_virus,Bubalus_bubalis,,domestic,Antibodies,0,Casseb et al. 2014,,kjo
OIE102,Ovine_herpesvirus_2,Bubalus_bubalis,,domestic,PCR,2,Wiyono et al. 1994,OIE,v30
OIE59,Peste-des-petits-ruminants_virus,Bubalus_bubalis,,domestic,PCR,2,Govindarajan et al. 1997,OIE,v30
KJO298,Rinderpest_virus,Bubalus_bubalis,,domestic,Isolation,2,Chamberlain et al. doi: 10.1099/0022-1317-74 12-2775 J Gen Virol December 1993 vol. 74 no. 12 2775-2780,kjo,v30
KJO039,Sepik_virus,Bubalus_bubalis,KJO039,domestic,Antibodies,0,Olson et al. 1985,E,v30
,Tacaiuma_virus,Bubalus_bubalis,,domestic,Antibodies,0,Casseb et al. 2014,,kjo
KJO119,Wad_Medani_virus,Bubalus_bubalis,,domestic,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
OIE131,Vesicular_stomatitis_Indiana_virus,Cabassous_centralis,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
OIE132,Vesicular_stomatitis_Indiana_virus,Callithrix_geoffroyi,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
LM197,Callitrichine_herpesvirus_3,Callithrix_jacchus,,captive,PCR,2,"Ramer JC, Garber RL, Steele KE, Boyson JF, O'Rourke C, Thomson JA. Fatal lymphoproliferative disease associated with a novel gammaherpesvirus in a captive population of common marmosets. Comp Med. 2000 Feb;50(1):59-68. Erratum in: Comp Med. 2000 Aug;50(4):455. PubMed PMID: 10987671.",LM,v30
F313,Encephalomyocarditis_virus,Callithrix_jacchus,NW312,wild,Antibodies,0,Canelli et al. 2010,M,v30
KJO283,GB_virus_A,Callithrix_jacchus,,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436.",kjo,v30
,Human_herpesvirus_1,Callithrix_jacchus,,captive,Isolation,2,M_tz-Rensing et al. 2003,arw,arw
,Human_herpesvirus_1,Callithrix_jacchus,,domestic,Isolation,2,Huemer et al. 2012,arw,arw
F1549,Sendai_virus,Callithrix_jacchus,NA,wild,Antibodies,0,Flecknell et al. 1983,E,v30
F788,Simian_foamy_virus,Callithrix_jacchus,NW845,wild,Isolation,2,"Voevodin and Marx 2009, Simian Virology",B,v30
Luis487,Laguna_Negra_virus,Calomys_callosus,,wild,PCR,2,Levis et al. 2004,,v30
KJO052,Latino_virus,Calomys_callosus,KJO052,wild,Isolation,2,"Webb et al. 1975, WHO bulletin",E,v30
F736,Lebombo_virus,Calomys_callosus,NW611,wild,Isolation,2,Brown et al. 1991,M,v30
KJO053,Machupo_virus,Calomys_callosus,KJO053,wild,Isolation,2,"Webb et al. 1975, WHO bulletin",E,v30
F740,Mason-Pfizer_monkey_virus,Calomys_callosus,NW620,wild,Isolation,2,Diehl et al. 2008,M,v30
F1496,Junin_virus,Calomys_laucha,NA,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
Luis460,Laguna_Negra_virus,Calomys_laucha,,wild,Isolation,2,Acha & Szyfres 2003; Johnson et al. 1997,,v30
F729,Junin_virus,Calomys_musculinus,NW579,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
F796,St._Louis_encephalitis_virus,Calomys_musculinus,NW903,wild,Isolation,2,Kramer et al. 2001,M,v30
Luis008,Andes_virus,Calomys_tener,,wild,PCR,2,de Figueirodo et al. 2010,arw,arw
OIE133,Vesicular_stomatitis_Indiana_virus,Caluromys_derbianus,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
KJO210,Caraparu_virus,Caluromys_philander,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO221,Guama_virus,Caluromys_philander,,wild,Antibodies,0," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO234,Marituba_virus,Caluromys_philander,,wild,Antibodies,0," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
,Mayaro_virus,Caluromys_philander,,wild ,Antibodies,0,de Thoisy et al. 2003,,kjo
F240,Crimean-Congo_hemorrhagic_fever_virus,Camelus_bactrianus,NW235,domestic,Antibodies,0,Morrill et al. 1990,M,v30
