"","sourceOccurrenceId","sourceTaxonId","sourceTaxonName","sourceTaxonOrder","sourceTaxonFamily","sourceTaxonGenus","sourceBodyPartId","sourceBodyPartName","sourceLifeStageId","sourceLifeStageName","interactionTypeId","interactionTypeName","targetOccurrenceId","targetTaxonId","targetTaxonName","targetTaxonOrder","targetTaxonFamily","targetTaxonGenus","targetBodyPartId","targetBodyPartName","targetLifeStageId","targetLifeStageName","localityId","localityName","decimalLatitude","decimalLongitude","observationDateTime","referenceDoi","referenceUrl","referenceCitation"
"64","","","Tamana bat virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Anoura geoffroyi","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","","","","","","","","","","","","Price JL (1978). Isolation Of Rio Bravo And A Hitherto Undescribed Agent, Tamana Bat Virus, From Insectivorous Bats In Trinidad, With Serological Evidence Of Infection In Bats And Man. American Journal of Tropical Medicine and Hygiene 27:153-161."
"65","","","Bovine viral diarrhea virus 1","Unassigned","Flaviviridae","Pestivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antidorcas marsupialis","CETARTIODACTYLA","BOVIDAE","Antidorcas","","","","","","","","","","","","Hamblin C, and Hedger RS (1979). The prevalence of antibodies to bovine viral diarrhoea/mucosal disease virus in African wildlife. Comparative Immunology, Microbiology and Infectious Diseases 2:295-303."
"66","","","Crimean-Congo hemorrhagic fever virus","Unassigned","Bunyaviridae","Nairovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antidorcas marsupialis","CETARTIODACTYLA","BOVIDAE","Antidorcas","","","","","","","","","","","","Shepherd AJ, Swanepoel R, Shepherd SP, McGillivray GM, and Searle LA (1987). Antibody to Crimean-Congo hemorrhagic fever virus in wild mammals from southern Africa. The American Journal of Tropical Medicine and Hygiene 36:133-142."
"67","","","Foot-and-mouth disease virus","Picornavirales","Picornaviridae","Aphthovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antidorcas marsupialis","CETARTIODACTYLA","BOVIDAE","Antidorcas","","","","","","","","","","","","Falconer J, and Child G (1975). A survey of foot-and-mouth disease in wildlife in Botswana. Mammalia 39:518-520."
"68","","","Lumpy skin disease virus","Unassigned","Poxviridae","Capripoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antidorcas marsupialis","CETARTIODACTYLA","BOVIDAE","Antidorcas","","","","","","","","","","","","Hedger RS, and Hamblin C (1983). Neutralizing antibodies to Lumpy skin disease virus in African Wildlife. Comparative Immunology Microbiology and Infectious Diseases 6:209-213."
"69","","","Rift Valley fever virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antidorcas marsupialis","CETARTIODACTYLA","BOVIDAE","Antidorcas","","","","","","","","","","","","Capobianco Dondona A, Aschenborn O, Pinoni C, Di Gialleonardo L, Maseke A, Bortone G, et al. (2016). Rift Valley Fever Virus among Wild Ruminants, Etosha National Park, Namibia, 2011. Emerg Infect Dis 22:128-130."
"70","","","Bluetongue virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Dubay S, Rosenstock SS, Stallknecht DE, and deVos JC (2006). Determining prevalence of bluetongue and epizootic hemorrhagic disease viruses in mule deer in Arizona (USA) using whole blood dried on paper strips compared to serum analyses. Journal of wildlife diseases 42:159-163."
"71","","","Bovine parainfluenza virus 3","Mononegavirales","Paramyxoviridae","Respirovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Dunbar MR, Velarde R, Gregg MA, and Bray M (1999). Health evaluation of a pronghorn antelope population in Oregon. Journal of wildlife diseases 35:496-510."
"72","","","Bovine viral diarrhea virus 1","Unassigned","Flaviviridae","Pestivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Barrett M and Chalmers G (1975). A serologic survey of pronghorns in Alberta and Saskatchewan, 1970-1972. J. Wildl. Dis. 11:157-163."
"73","","","Epizootic hemorrhagic disease virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Dubay S, Rosenstock SS, Stallknecht DE, and deVos JC (2006). Determining prevalence of bluetongue and epizootic hemorrhagic disease viruses in mule deer in Arizona (USA) using whole blood dried on paper strips compared to serum analyses. Journal of wildlife diseases 42:159-163."
"74","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Williams ES, and Barker IK (2001). Infectious Diseases of Wild Mammals."
"75","","","Vesicular stomatitis Indiana virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilocapra americana","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","","","","","","","","","","","","Webb PA, McLean RG, Smith GC, Ellenberger JH, Francy DB, Walton TE, et al. (1987). Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle. Journal of wildlife diseases 23:192-198."
"76","","","Bluetongue virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilope cervicapra","CETARTIODACTYLA","BOVIDAE","Antilope","","","","","","","","","","","","Bhat M, Manickam R, and Aruni W (1998). Detection of bluetongue antibody and antigen in Indian elephants, spotted deer and blackbucks. Indian Journal of Medical Research 68:135."
"77","","","Epizootic hemorrhagic disease virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilope cervicapra","CETARTIODACTYLA","BOVIDAE","Antilope","","","","","","","","","","","","Williams ES, and Barker IK (2001). Infectious Diseases of Wild Mammals."
"78","","","Foot-and-mouth disease virus","Picornavirales","Picornaviridae","Aphthovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antilope cervicapra","CETARTIODACTYLA","BOVIDAE","Antilope","","","","","","","","","","","",NA
"79","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Antrozous pallidus","CHIROPTERA","VESPERTILIONIDAE","Antrozous","","","","","","","","","","","","Blanton JD, Palmer D, Christian KA, and Rupprecht CE (2008). Rabies surveillance in the United States during 2007. Journal of the American Veterinary Medical Association 233:884."
"80","","","Measles virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus azarae","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","O'Brien aW, Binn LN, Hall RH, Beattie RJ, and Marchwicki RH (1981). Measles virus antibodies in a laboratory colony of owl monkeys (Aotus trivirgatus). Laboratory Animals 15:343-345."
"81","","","Encephalomyocarditis virus","Picornavirales","Picornaviridae","Cardiovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Roca-Garcia M, and Sanmartin-Barberi C (1957). The isolation of encephalomyocarditis virus from Aotus monkeys. American Journal of  Tropical Medical Hygiene 6:840-952."
"82","","","GB virus A","Unassigned","Flaviviridae","Unassigned","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Bukh J, and Apgar CL (1997). Five new or recently discovered (GBV-A) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229:429-436."
"83","","","GB virus B","Unassigned","Flaviviridae","Hepacivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Bukh J, Apgar CL, Govindarajan S, and Purcell RH (2001). Host range studies of GB virus-B hepatitis agent, the closest relative of hepatitis C virus, in New World monkeys and chimpanzees. Journal of medical virology 65:694-697."
"84","","","Hepatitis A virus","Picornavirales","Picornaviridae","Hepatovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Lemon S, LeDuc JW, Binn LN, Escajadillo A, and Ishak KG (1982). Transmission of hepatitis A virus among recently captured Panamanian owl monkeys. Journal of medical virology 10:25-36."
"85","","","Hepatitis A virus","Picornavirales","Picornaviridae","Hepatovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Lemon S, LeDuc JW, Binn LN, Escajadillo A, and Ishak KG (1982). Transmission of hepatitis A virus among recently captured Panamanian owl monkeys. Journal of medical virology 10:25-36."
"86","","","Measles virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Fowler ME, and Miller E (2003). Zoo and Wildlife Medicine, St. Louis."
"87","","","Torque Teno virus","Unassigned","Anelloviridae","Anellovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Catroxo MHB, Nishiya A, Sabino E, Teixeira PS, Petrella S, Milanelo L, et al. (2008). Research of Torque Teno Virus (TTV) in Serum and Total Blood of Brazilian Non-Human Primates and in Chicken Plasma (Gallus gallus domesticus) by the PCR N22 Region. International Journal of Morphology 26:377-384."
"88","","","Vesicular stomatitis Indiana virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Tesh RB, Peralta PH, and Johnson KM (1969). Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity. American journal of epidemiology 90:255-261."
"89","","","Yellow fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Aotus trivirgatus","PRIMATES","AOTIDAE","Aotus","","","","","","","","","","","","Seymour C, Peralta PH, and Montgomery GG (1983a). Serologic evidence of natural togavirus infections in Panamanian sloths and other vertebrates. The American journal of tropical medicine and hygiene 32:854-861."
"90","","","California encephalitis virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Mitchell CJ, Lvov SD, Savage HM, Calisher CH, Smith GC, Lvov DK, et al. (1993). Vector And Host Relationships Of California Serogroup Viruses In Western Siberia. American Journal of Tropical Medicine and Hygiene 49:53-62."
"91","","","Dobrava-Belgrade virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Plyusnin A (2002). Genetics of hantaviruses: implications to taxonomy. Archives of Virology 147:665-682."
"92","","","Hantaan virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","",NA
"93","","","Lymphocytic choriomeningitis virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Tagliapietra V, Rosa R, Hauffe HC, Laakkonen J, Voutilainen L, Vapalahti O, et al. (2009). Spatial and Temporal Dynamics of Lymphocytic Choriomeningitis Virus in Wild Rodents, Northern Italy. Emerging infectious diseases 15:1019-1025."
"94","","","Tick-borne encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus agrarius","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Golovljova I, Vene S, Sjolander KB, Vasilenko V, Plyusnin A, and Lundkvist A (2004). Characterization of tick-borne encephalitis virus from Estonia. Journal of medical virology 74:580-588."
"95","","","Apoi virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus argenteus","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Karabatsos N (1995). International Catalogue of Arboviruses including Certain Other Viruses of Vertebrates. American Society of Tropical Medicine and Hygiene."
"96","","","Cowpox virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","",NA
"97","","","Dobrava-Belgrade virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Avsic-Zupanc T, Xiao SY, Stojanovic R, Gligic A, Vandergroen G, and Leduc JW (1992). Characterization of Dobrava virus- A hantavirus from Slovenia, Yugoslavia Journal of medical virology 38:132-137."
"98","","","Ljungan virus","Picornavirales","Picornaviridae","Parechovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Hauffe HC, Niklasson B, Olsson T, Bianchi A, Rizzoli A, and Klitz W (2010). Ljungan Virus Detected in Bank Voles (Myodes glareolus) and Yellow-Necked Mice (Apodemus flavicollis) from Northern Italy. Journal of wildlife diseases 46:262-266."
"99","","","Lymphocytic choriomeningitis virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Tagliapietra V, Rosa R, Hauffe HC, Laakkonen J, Voutilainen L, Vapalahti O, et al. (2009). Spatial and Temporal Dynamics of Lymphocytic Choriomeningitis Virus in Wild Rodents, Northern Italy. Emerging infectious diseases 15:1019-1025."
"100","","","Murid herpesvirus 1","Herpesvirales","Herpesviridae","Muromegalovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Mistrikova J, and Blaskovic D (1985). Ecology of the murine aphaherpesvirus and its isolation from lungs of rodents in cell culture. Acta virologica 29:312-317."
"101","","","Murid herpesvirus 2","Herpesvirales","Herpesviridae","Muromegalovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","","Ehlers B, Kuchler J, Yasmum N, Dural G, Voigt S, Schmidt-Chanasit J, et al. (2007). Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus. Journal of virology 81:8091-8100."
"102","","","Murid herpesvirus 4","Herpesvirales","Herpesviridae","Rhadinovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Apodemus flavicollis","RODENTIA","MURIDAE","Apodemus","","","","","","","","","","","",NA
