,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
269,Human_parainfluenza_virus_1,1,1,270,251,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,NA,NA,15600,2706,71,01.048.1.01.003.,RNA,SS,0,FALSE,1,TRUE,N,NA,NA,NA,NA,NA,NA,70.6,70.6,70.6,70.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
270,Human_parainfluenza_virus_2,0,1,271,255,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,15646,241,67,,RNA,SS,0,FALSE,1,TRUE,N,0.4147261,0.4147261,0.4147261,0.4147261,0,NA,70.6,57.86666667,32.4,70.6,31.83333333,22.05478028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,0,enveloped
271,Human_parainfluenza_virus_3,1,1,272,252,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,NA,NA,15462,954,163,,RNA,SS,0,FALSE,1,TRUE,N,0.590050388,0.555152611,0.4147261,0.660681345,0.204962704,0.12663683,51.5,50.7,27.6,70.6,38.6,21.86970507,70.6,70.6,70.6,70.6,0,NA,0.4147261,0.4147261,0.4147261,0.4147261,0,NA,4,1,2,1,enveloped
272,Human_parainfluenza_virus_4,1,1,273,256,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,17304,25,4,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
273,Human_parechovirus,1,1,274,285,Picornavirales,Picornaviridae,,Parechovirus,1,NA,NA,7348,89,122,00.052.0.06.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
274,Human_parvovirus_B19,0,1,275,270,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,1,NA,NA,5594,2425,1421,00.050.1.02.001.,DNA,SS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
275,Human_picobirnavirus,1,1,276,273,Unassigned,Picobirnaviridae,,Picobirnavirus,1,NA,NA,NA,7,12,,RNA,DS,1,TRUE,1,TRUE,NA,0.624552044,0.596041878,0.082215678,0.834143798,0.183662787,0.153528627,192.4,174.6717949,22.4,197.4,26.6,42.72881536,183.8,161.2952381,22.4,192.4,21.6,56.63923089,0.560664852,0.538692088,0.223629654,0.705307468,0.209933306,0.133714201,13,1,7,1,non-enveloped
276,Human_polyomavirus,1,1,277,517,Unassigned,Polyomaviridae,,Polyomavirus,,NA,NA,NA,517,784,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
277,Human_respiratory_syncytial_virus,1,1,278,265,Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,1,NA,NA,15225,1561,984,01.048.2.01.001.,RNA,SS,0,FALSE,1,TRUE,NA,0.214360658,0.190956978,0.130389214,0.228121063,0.081443207,0.052902531,53.7,50.5,17.6,70.6,35.4,23.10766107,17.6,17.6,17.6,17.6,0,NA,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,4,1,2,1,enveloped
278,Human_rhinovirus_A,1,1,279,279,Picornavirales,Picornaviridae,,Rhinovirus,1,NA,NA,7152,9,1461,00.052.0.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
279,Human_rhinovirus_B,1,1,280,450,Picornavirales,Picornaviridae,,Rhinovirus,0,NA,NA,7212,4,4,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
280,Human_torovirus,1,1,281,139,Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,NA,NA,NA,6,8,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
281,Ife_virus,0,0,282,325,Unassigned,Reoviridae,,Orbivirus,0,NA,NA,NA,4,5,,RNA,DS,0,FALSE,1,TRUE,Y,0.571982107,0.531909377,0.12162044,0.715011066,0.168721961,0.15816422,171.2,153.952381,27.4,192.4,60.8,53.49193976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,non-enveloped
282,Ilheus_virus,1,1,283,162,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10755,20,46,,RNA,SS,0,FALSE,1,TRUE,Y,0.465908887,0.465302387,0.031576007,0.83671297,0.136858798,0.147516401,120.8,108.0083333,7.6,192.4,60.45,51.32912025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,1,0,enveloped
283,Influenza_A_virus,1,1,284,215,Unassigned,Orthomyxoviridae,,Influenzavirus A,1,NA,NA,2341,24642,28203,00.046.0.01.001.,RNA,SS,1,TRUE,1,TRUE,N,0.491893951,0.511995879,0.024495617,1.046167588,0.247249583,0.200501857,171.2,149.2883117,7,192.4,31.96666667,52.5906736,171.2,167.66,51.8,192.4,21.6,42.07021116,0.752576219,0.729263749,0.43746264,0.975536632,0.22838511,0.161928421,22,1,5,1,enveloped
284,Influenza_B_virus,1,1,285,216,Unassigned,Orthomyxoviridae,,Influenzavirus B,1,NA,NA,NA,2919,3403,00.046.0.04.001.,RNA,SS,1,TRUE,1,TRUE,N,0.665017454,0.665017454,0.665017454,0.665017454,0,NA,192.4,151.8,70.6,192.4,101.5,70.32126279,192.4,192.4,192.4,192.4,0,NA,0.665017454,0.665017454,0.665017454,0.665017454,0,NA,3,1,2,1,enveloped
285,Influenza_C_virus,1,1,286,217,Unassigned,Orthomyxoviridae,,Influenzavirus C,1,NA,NA,12900,277,493,00.046.0.02.001.,RNA,SS,1,TRUE,1,TRUE,N,0.671770443,0.671770443,0.671770443,0.671770443,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.671770443,0.671770443,0.671770443,0.671770443,0,NA,2,1,2,1,enveloped
286,Ippy_virus,0,0,287,36,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10682,4,7,00.003.0.01.002.,RNA,SS,1,TRUE,1,TRUE,Y,0.275500849,0.263442852,0.122702428,0.337449365,0.073503251,0.067664382,58.8,52.04,21.6,58.8,2.533333333,14.34117615,58.8,47.53333333,21.6,58.8,30.96666667,17.58620672,0.249550103,0.225254995,0.122702428,0.277613274,0.099683456,0.06152992,5,0,4,0,enveloped
287,Irkut_virus,0,0,288,354,Mononegavirales,Rhabdoviridae,,Lyssavirus,Tentative in genus,NA,NA,NA,5,8,,RNA,SS,0,FALSE,1,TRUE,N,0.615899967,0.615899967,0.615899967,0.615899967,0,NA,142.4,142.4,142.4,142.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
288,Isfahan_virus,1,1,289,366,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,NA,NA,11088,9,17,,RNA,SS,1,TRUE,1,TRUE,Y,0.833950216,0.710308783,0.454219269,0.842756865,0.32378133,0.221823734,183.8,138.3333333,47.4,183.8,113.6666667,78.75057672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,enveloped
289,Isla_Vista_virus,0,0,290,518,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,1720,2,2,,RNA,SS,1,TRUE,1,TRUE,N,0.423371436,0.423371436,0.423371436,0.423371436,0,NA,96,96,96,96,0,NA,96,96,96,96,0,NA,0.423371436,0.423371436,0.423371436,0.423371436,0,NA,2,0,2,0,enveloped
290,Issyk-Kul_virus,0,0,291,117,Unassigned,Bunyaviridae,,Unassigned,0,NA,NA,NA,7,14,,RNA,SS,1,TRUE,1,TRUE,Y,0.592227921,0.573058467,0.148844836,0.82458176,0.231122306,0.151864196,138.6,117.0974359,39,142.4,34.93333333,36.78793907,138.6,117.0974359,39,142.4,34.93333333,36.78793907,0.592227921,0.573058467,0.148844836,0.82458176,0.231122306,0.151864196,13,0,13,0,enveloped
291,Itaporanga_virus,0,0,292,108,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,NA,NA,NA,1,3,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
292,Jaagsiekte_sheep_retrovirus,0,0,293,328,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,0,NA,NA,NA,156,226,00.061.1.01.005.,RNA,SS,0,FALSE,0,FALSE,N,0.12162044,0.12162044,0.12162044,0.12162044,0,NA,27.4,27.4,27.4,27.4,0,NA,27.4,27.4,27.4,27.4,0,NA,0.12162044,0.12162044,0.12162044,0.12162044,0,NA,2,0,2,0,enveloped
293,Japanaut_virus,0,0,294,326,Unassigned,Reoviridae,,Orbivirus,Tentative in genus,NA,NA,NA,1,1,,RNA,DS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
294,Japanese_encephalitis_virus,0,1,295,163,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10976,2087,2921,00.026.0.01.019.,RNA,SS,0,FALSE,1,TRUE,Y,0.603037154,0.580680549,0.073879337,1.057288846,0.222158324,0.186021345,142.4,137.6363077,8,192.4,33,43.61102518,142.4,137.75,50.2,171.2,20.6,31.82589791,0.493084373,0.532735248,0.294204331,0.790062542,0.249514067,0.144915977,26,1,8,0,enveloped
295,JC_polyomavirus,1,1,296,288,Unassigned,Polyomaviridae,,Polyomavirus,0,4970,5169,5069.5,88,115,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
296,Jugra_virus,0,0,297,164,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,1,2,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
297,Junin_virus,1,1,298,37,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10525,496,780,00.003.0.01.010.,RNA,SS,1,TRUE,1,TRUE,N,0.645597162,0.578561782,0,0.86849384,0.382500859,0.227840396,96,100.2311111,0,192.4,151.2,73.28809845,32.6,82.26428571,0,183.8,114.6166667,65.65634558,0.480335539,0.550192945,0,0.86849384,0.264371457,0.228295001,10,1,8,1,enveloped
298,Jurona_virus,0,0,299,367,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Tentative in genus,NA,NA,NA,1,2,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
299,Jutiapa_virus,0,0,300,584,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,1,1,,RNA,SS,0,FALSE,0,FALSE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
300,Kaeng_Khoi_virus,0,0,301,89,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,3,5,,RNA,SS,1,TRUE,1,TRUE,Y,NA,NA,NA,NA,NA,NA,138.6,113.2,62.4,138.6,63.5,43.99409051,138.6,113.2,62.4,138.6,63.5,43.99409051,NA,NA,NA,NA,NA,NA,3,0,3,0,enveloped
301,Kairi_virus,0,1,302,90,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,6,10,,RNA,SS,1,TRUE,1,TRUE,Y,0.636987555,0.636987555,0.636987555,0.636987555,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
302,Kasokero_virus,1,1,303,118,Unassigned,Bunyaviridae,,Unassigned,0,NA,NA,NA,1,3,,RNA,SS,1,TRUE,1,TRUE,N,0.705803647,0.705803647,0.705803647,0.705803647,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.705803647,0.705803647,0.705803647,0.705803647,0,NA,2,1,2,1,enveloped
303,Kern_Canyon_virus,0,0,304,362,Mononegavirales,Rhabdoviridae,,Unassigned,0,NA,NA,NA,4,6,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
304,Keuraliba_virus,0,0,305,585,Unassigned,Rhabdoviridae,,Unassigned,0,NA,NA,NA,1,1,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
305,Khabarovsk_virus,0,0,306,519,Unassigned,Bunyaviridae,,Hantavirus,0,1165,3695,2430,2,5,,RNA,SS,1,TRUE,1,TRUE,N,0.124626628,0.126290688,0.123419616,0.130825821,0.006171837,0.003973637,18,16.33333333,13,18,4.166666667,2.886751346,18,16.33333333,13,18,4.166666667,2.886751346,0.124626628,0.126290688,0.123419616,0.130825821,0.006171837,0.003973637,3,0,3,0,enveloped
306,Khujand_virus,0,0,307,355,Mononegavirales,Rhabdoviridae,,Lyssavirus,Tentative in genus,NA,NA,NA,4,9,,RNA,SS,0,FALSE,1,TRUE,N,0.631593496,0.428435028,0.015947448,0.637764139,0.518180575,0.357238046,142.4,98.26666667,10,142.4,110.3333333,76.44117564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,enveloped
307,Kilham_rat_virus,0,0,308,520,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,NA,NA,NA,88,115,,DNA,SS,0,FALSE,0,FALSE,N,0.165149298,0.165149298,0.165149298,0.165149298,0,NA,19.4,19.4,19.4,19.4,0,NA,19.4,19.4,19.4,19.4,0,NA,0.165149298,0.165149298,0.165149298,0.165149298,0,NA,2,0,2,0,non-enveloped
308,Kokobera_virus,0,1,309,165,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10874,7,18,,RNA,SS,0,FALSE,1,TRUE,Y,0.636987555,0.636987555,0.636987555,0.636987555,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,0,enveloped
309,Koongol_virus,0,0,310,91,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,1,4,00.011.0.01.026.,RNA,SS,1,TRUE,1,TRUE,Y,0.64074994,0.533099789,0.251826328,0.7067231,0.379080644,0.245813313,294.2,204.4,24.8,294.2,224.5,155.5381625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,enveloped
310,Kotonkan_virus,0,1,311,361,Unassigned,Rhabdoviridae,,Nucleorhabdovirus,0,NA,NA,15867,4,4,,RNA,SS,0,FALSE,0,FALSE,Y,0.682652136,0.67180178,0.620841396,0.71191181,0.075892012,0.046494653,192.4,188.4,177,192.4,9.166666667,6.559268252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,0,enveloped
311,Koutango_virus,1,1,312,586,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,5,3,,RNA,SS,0,FALSE,1,TRUE,Y,0.640041841,0.618774104,0.334682166,0.817795096,0.176831937,0.169366272,139.9,133.7,58.8,183.8,90.9,56.53781036,139.9,133.7,58.8,183.8,90.9,56.53781036,0.640041841,0.618774104,0.334682166,0.817795096,0.176831937,0.169366272,4,1,4,1,enveloped
312,Kyasanur_Forest_disease_virus,1,1,313,166,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,70,104,00.026.0.01.026.,RNA,SS,0,FALSE,1,TRUE,Y,0.7143593,0.674390576,0.260122332,1.033507618,0.232647282,0.186974519,192.4,166.2732026,13,192.4,27.2,44.77384546,183.8,162.3619048,40.4,192.4,22.4,52.25857323,0.550888075,0.532816079,0.330629399,0.757681005,0.306684474,0.175147055,18,1,7,1,enveloped
313,Lactate_dehydrogenase-elevating_virus,0,0,314,587,Nidovirales,Arteriviridae,,Arterivirus,0,NA,NA,14104,338,208,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
314,Lagos_bat_virus,0,0,315,356,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,NA,NA,NA,35,49,,RNA,SS,0,FALSE,1,TRUE,N,0.292720431,0.237233291,0.007080621,0.316784139,0.057361829,0.106106158,27.2,56.59285714,4.8,142.4,76.78333333,52.48002039,27.2,61.69333333,5,142.4,115.2,59.5600953,0.270225169,0.240637447,0.054500438,0.308423569,0.071961572,0.094529279,8,0,6,0,enveloped
315,Laguna_Negra_virus,0,1,316,67,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,8,15,,RNA,SS,1,TRUE,1,TRUE,N,0.486623149,0.585527822,0.186959084,0.86849384,0.443361743,0.246403504,32.6,91.52,17,183.8,151.2,79.56371032,32.6,30,17,32.6,1.3,6.368673331,0.429366948,0.406191305,0.186959084,0.487401739,0.08703656,0.111718883,5,1,4,0,enveloped
316,Lake_Victoria_marburgvirus,1,1,317,153,Mononegavirales,Filoviridae,,Marburgvirus,1,NA,NA,19111,12,12,01.025.0.01.001.,RNA,SS,0,FALSE,1,TRUE,N,0.686942535,0.61588377,0.252971976,0.821778416,0.152284999,0.15083297,142.4,145.1809524,6.8,192.4,51.26666667,61.21140105,192.4,164.84,70.6,192.4,50.31666667,41.0069696,0.692531722,0.659795787,0.45439106,0.821778416,0.137157306,0.117206994,7,1,5,1,enveloped
317,Langur_virus,0,0,318,521,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,,NA,NA,NA,8,2,,RNA,SS,0,FALSE,0,FALSE,N,NA,NA,NA,NA,NA,NA,13,13,13,13,0,NA,13,13,13,13,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,enveloped
318,Lapine_parvovirus,0,0,319,522,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,NA,NA,NA,0,1,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
319,Lassa_virus,1,1,320,38,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10681,494,334,00.003.0.01.003.,RNA,SS,1,TRUE,1,TRUE,N,0.382696286,0.453548494,0.058444397,0.783928852,0.368319901,0.225776302,58.8,99.77333333,16,183.8,125,64.03668835,183.8,126.4,30.2,183.8,153.6,75.01519846,0.711681981,0.519965197,0.058444397,0.774549317,0.633917192,0.301949434,10,1,5,1,enveloped
320,Latino_virus,0,0,321,39,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10648,2,2,00.003.0.01.011.,RNA,SS,1,TRUE,1,TRUE,N,0.614275577,0.614275577,0.614275577,0.614275577,0,NA,96,96,96,96,0,NA,96,96,96,96,0,NA,0.614275577,0.614275577,0.614275577,0.614275577,0,NA,2,0,2,0,enveloped
321,Lebombo_virus,1,1,322,315,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,NA,1,1,00.060.0.02.013.,RNA,DS,1,TRUE,1,TRUE,Y,0.856660933,0.85604481,0.844536838,0.866936661,0.018666519,0.011212614,183.8,177.4666667,164.8,183.8,15.83333333,10.96965511,183.8,177.4666667,164.8,183.8,15.83333333,10.96965511,0.856660933,0.85604481,0.844536838,0.866936661,0.018666519,0.011212614,3,1,3,1,non-enveloped
322,Ljungan_virus,1,1,323,286,Picornavirales,Picornaviridae,,Parechovirus,0,7590,7637,7613.5,41,60,,RNA,SS,0,FALSE,1,TRUE,N,0.535265417,0.526495076,0.078198328,0.806970216,0.265144516,0.196459933,96,114.2055556,9.4,183.8,90.9,57.84775064,96,114.2055556,9.4,183.8,90.9,57.84775064,0.535265417,0.526495076,0.078198328,0.806970216,0.265144516,0.196459933,9,1,9,1,non-enveloped
323,Louping_ill_virus,1,1,324,167,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10871,117,154,,RNA,SS,0,FALSE,1,TRUE,Y,0.681851423,0.657864902,0.474112889,0.745670829,0.11815433,0.100362201,188.1,173.4666667,96,192.4,15.91666667,38.18390586,192.4,192.4,192.4,192.4,0,NA,0.745670829,0.745670829,0.745670829,0.745670829,0,NA,4,1,2,1,enveloped
324,Lumpy_skin_disease_virus,0,0,325,291,Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,0,NA,NA,150773,68,80,,DNA,DS,0,FALSE,1,TRUE,Y,0.241924111,0.236868842,0.036734453,0.325419249,0.043221852,0.046184337,53,48.11636364,9.6,53.6,9.4,8.594286725,37.2,37.2,37.2,37.2,0,NA,0.16982261,0.16982261,0.16982261,0.16982261,0,NA,11,0,2,0,enveloped
325,Lymphocytic_choriomeningitis_virus,1,1,326,40,Unassigned,Arenaviridae,,Arenavirus,1,NA,NA,10056,2619,2613,00.003.0.01.001.,RNA,SS,1,TRUE,1,TRUE,N,0.522242987,0.529009663,0.098529281,0.845733414,0.284325463,0.174911602,96,105.6926471,6.8,183.8,106.4,52.03398837,165.2,148.16,58.8,183.8,87.8,46.40218386,0.720320417,0.688123936,0.354058882,0.80839278,0.165636092,0.134905637,17,1,5,1,enveloped
326,Macaque_simian_foamy_virus,0,0,327,345,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,0,NA,NA,12972,1,1,00.061.2.07.006.00.001.,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
327,Machupo_virus,0,1,328,41,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10635,70,58,00.003.0.01.012.,RNA,SS,1,TRUE,1,TRUE,N,0.726889026,0.756669899,0.676184009,0.866936661,0.158960543,0.098801917,183.8,154.5333333,96,183.8,73.16666667,50.69135363,96,96,96,96,0,NA,0.676184009,0.676184009,0.676184009,0.676184009,0,NA,3,1,2,0,enveloped
328,Macropodid_herpesvirus_1,0,0,329,403,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,NA,NA,NA,7,7,,DNA,DS,0,FALSE,0,FALSE,N,0.133738074,0.133738074,0.133738074,0.133738074,0,NA,20.2,20.2,20.2,20.2,0,NA,20.2,20.2,20.2,20.2,0,NA,0.133738074,0.133738074,0.133738074,0.133738074,0,NA,2,0,2,0,enveloped
329,Macropodid_herpesvirus_2,0,0,330,404,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,NA,NA,135000,4,3,,DNA,DS,0,FALSE,0,FALSE,N,NA,NA,NA,NA,NA,NA,28.4,28.4,28.4,28.4,0,NA,28.4,28.4,28.4,28.4,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,enveloped
330,Madrid_virus,0,0,331,570,Unassigned,Bunyaviridae,,Orthobunyavirus,0,926,NA,NA,1,1,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
331,Main_Drain_virus,0,0,332,523,Unassigned,Bunyaviridae,,Orthobunyavirus,0,585,4457,2521,5,4,,RNA,SS,1,TRUE,1,TRUE,Y,0.540981621,0.540981621,0.540981621,0.540981621,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.540981621,0.540981621,0.540981621,0.540981621,0,NA,2,0,2,0,enveloped
332,Mammalian_orthoreovirus,0,0,333,327,Unassigned,Reoviridae,,Orthoreovirus,1,NA,NA,23540,589,496,,RNA,DS,1,TRUE,1,TRUE,N,0.803777028,0.795557412,0.735843887,0.847051322,0.092672863,0.056057515,192.4,189.5333333,183.8,192.4,7.166666667,4.965212315,192.4,192.4,192.4,192.4,0,NA,0.847051322,0.847051322,0.847051322,0.847051322,0,NA,3,0,2,0,non-enveloped
333,Manzanilla_virus,0,0,334,92,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,2,2,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
334,Mapuera_virus,0,0,335,257,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,15486,6,5,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
335,Maraba_virus,0,0,336,524,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,NA,NA,11135,3,4,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
